zip_code,state,lat_max,lat_min,long_max,long_min,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total
78757,Texas,30.3768388,30.3304195,-97.714091,-97.754753,57076,103166,83124,77065,314740,635171,207410997
79363,Texas,33.8506131,33.606757,-101.9440343,-102.1089455,3163,7049,3502,7291,8437,29442,11282279
79412,Texas,33.5631459,33.5221406,-101.8450266,-101.8702599,41107,104945,30937,45248,146798,369035,141196370
79902,Texas,31.8236865,31.7593414,-106.4736138,-106.5174388,33830,73857,57619,78785,252312,496403,205005896
79915,Texas,31.7795291,31.7126897,-106.342631,-106.4021029,65990,104572,72446,79862,590289,913159,381639141
75013,Texas,33.1506095,33.0777996,-96.652036,-96.7362069,13449,227964,114606,220009,389876,965904,323095450
75035,Texas,33.2108696,33.1000516,-96.7333012,-96.8143967,19850,357325,182670,360202,300206,1220253,405477524
75040,Texas,32.9696672,32.8943811,-96.5923747,-96.6568589,127878,344461,185808,224841,432540,1315528,436302189
75054,Texas,32.6155837,32.5681973,-97.0217346,-97.0621282,1455,66068,17601,65054,49068,199246,68000216
75076,Texas,33.8975118,33.7360715,-96.6321844,-96.7978012,4374,13995,7167,10039,28535,64110,21364651
75137,Texas,32.6472298,32.6180748,-96.883639,-96.9428248,28738,123594,63925,88319,157348,461924,152296323
75141,Texas,32.6636923,32.6044238,-96.6455851,-96.7340746,10938,17016,9181,13759,183560,234454,78712106
75241,Texas,32.7162573,32.6229938,-96.6973668,-96.8226437,71304,152109,102304,132103,263347,721167,237706249
75640,Texas,32.7921228,32.6040334,-94.5742712,-94.7952756,2232,4312,4432,4423,13253,28652,9271409
75791,Texas,32.2821229,32.1559274,-95.1736957,-95.2765863,10641,49372,31033,40186,70726,201958,64288606
76513,Texas,31.1644373,30.9283568,-97.3933513,-97.634024,58116,188809,138106,147673,335607,868311,288814085
77030,Texas,29.7202973,29.6928047,-95.3833065,-95.4206288,17216,47582,25790,28911,230708,350207,110320630
77094,Texas,29.7885708,29.7563755,-95.6458772,-95.718609,12154,69508,42025,56735,84191,264613,83655046
77375,Texas,30.1655385,30.0135858,-95.5317916,-95.6466988,87790,263220,165037,223859,420558,1160464,368400840
77385,Texas,30.2413073,30.1437178,-95.3873807,-95.4577755,49538,147137,81889,119358,269244,667166,210814887
77396,Texas,29.9825574,29.9069616,-95.1994214,-95.3070547,65900,200799,127388,162639,308970,865696,271840145
77511,Texas,29.527854,29.225924,-95.1210786,-95.4151662,119085,241189,175336,207919,460302,1203831,386554661
77517,Texas,29.4384722,29.3092613,-95.1027738,-95.1576855,20343,45831,36847,40393,45054,188468,60553008
77523,Texas,29.8862167,29.6562849,-94.7841475,-94.9752938,4434,8642,5668,7807,102106,128657,42925638
77583,Texas,29.5509022,29.2800602,-95.3215035,-95.5890325,19742,80055,47939,66139,66006,279881,89611318
77640,Texas,29.954929,29.7371215,-93.8843241,-94.0616308,99807,158138,109859,106109,349131,823044,263846304
77705,Texas,30.0599126,29.744796,-94.0127627,-94.4395037,87584,144272,97123,130800,501811,961590,310374872
78250,Texas,29.5541624,29.4773684,-98.6301985,-98.7031291,136969,292381,207832,264129,162122,1063433,340903410
78390,Texas,28.1120592,27.8708638,-97.1550589,-97.5635512,21235,27069,33389,33088,55835,170616,57214761
78401,Texas,27.8118411,27.7835962,-97.3879994,-97.4134521,10679,17111,11639,14589,188246,242264,82390967
78415,Texas,27.7643388,27.5281368,-97.393763,-97.5864661,104000,127951,162638,161487,317076,873152,291529619
78602,Texas,30.2638603,29.9686547,-97.200349,-97.4702342,18178,34286,27799,31885,95459,207607,67717067
78741,Texas,30.2514155,30.2109762,-97.6840843,-97.7473572,66270,102934,105627,106858,287933,669622,222721860
78744,Texas,30.220476,30.1455844,-97.6837451,-97.8055896,74813,148889,140532,140240,707508,1211982,407217952
79763,Texas,31.8662058,31.7567354,-102.3670886,-102.5584097,79558,130894,101601,121099,338774,771926,299916138
79907,Texas,31.7517582,31.6719834,-106.2817223,-106.3667304,80129,135934,122681,126411,607217,1072372,445965535
75070,Texas,33.2134585,33.1320195,-96.6344803,-96.772027,23641,396851,235176,391215,229300,1276183,422987416
75252,Texas,33.0119282,32.9766528,-96.7552009,-96.8147944,14545,135468,73963,130274,125169,479419,159166175
75501,Texas,33.4915502,33.3055325,-94.0432413,-94.2511808,71870,184228,115092,141079,550788,1063057,338307279
75701,Texas,32.3456378,32.2885471,-95.2408003,-95.3417481,80784,229614,137173,168248,446569,1062388,341075664
75904,Texas,31.4637142,31.2426607,-94.712759,-94.889529,63620,113733,90785,107044,371690,746872,240042179
76118,Texas,32.8236629,32.7581941,-97.1407753,-97.3946919,20022,71463,55638,97639,367943,612705,207933345
76123,Texas,32.6482434,32.6009863,-97.3544476,-97.444685,10434,199126,117250,186344,92763,605917,206434240
76140,Texas,32.6703151,32.5621074,-97.2024543,-97.3316746,44740,118811,81621,115249,588277,948698,325442619
76182,Texas,32.9113952,32.860417,-97.185698,-97.2376648,34355,227353,93109,186698,114247,655762,219148659
76640,Texas,31.7359022,31.6377078,-97.0048032,-97.1224572,8240,12232,9708,12062,47809,90051,30483365
76705,Texas,31.7712282,31.4957292,-96.9087762,-97.2878166,84025,142095,118117,144997,425274,914508,307359013
77014,Texas,30.0056478,29.9635337,-95.4233705,-95.4982033,51455,135538,89852,120226,144663,541734,170417233
77041,Texas,29.94768,29.8321408,-95.2869958,-95.6252803,72301,194647,117596,156085,1716804,2257433,737194235
77062,Texas,29.594908,29.5505418,-95.1091732,-95.1580419,61650,154495,107875,126432,109953,560405,171867316
77066,Texas,30.0111869,29.906731,-95.306534,-95.5355021,63438,142809,97500,126184,487657,917588,291594535
77301,Texas,30.3485475,30.2632494,-95.367723,-95.4766138,68916,135903,101739,117085,391083,814726,258456399
77316,Texas,30.3901493,30.2373444,-95.5397868,-95.8041968,16959,83652,47341,61038,46723,255713,78923024
77510,Texas,29.4251296,29.2951834,-95.0435859,-95.1212109,50790,101143,64435,95940,106205,418513,134774108
77515,Texas,29.3003668,29.0656183,-95.2945592,-95.6050908,94734,161731,77005,122736,311149,767355,246711266
77551,Texas,29.2973373,29.2552288,-94.8112128,-94.8582824,71478,96845,101808,108097,191984,570212,190326645
77554,Texas,29.3526311,29.094741,-94.8092799,-95.1109436,79375,116742,101612,116010,147357,561096,187321842
77566,Texas,29.1095584,29.0044958,-95.4077814,-95.5523968,72155,176644,113090,143991,217852,723732,229358364
77573,Texas,29.551698,29.4619865,-95.0005737,-95.1742662,95191,546455,289726,443948,442245,1817565,577911702
77591,Texas,29.4214837,29.3775274,-94.8983063,-95.0422648,45428,86133,48647,75998,93010,349216,113497580
77656,Texas,30.5669445,30.2566165,-94.0644152,-94.321028,59807,104384,77022,86185,140059,467457,144442400
77905,Texas,28.9689668,28.5111526,-96.7884485,-97.2434683,5111,6421,5579,6679,34866,58656,19306701
78220,Texas,29.4407723,29.3896633,-98.335432,-98.4448244,78391,94748,39724,51280,252575,516718,170515931
78224,Texas,29.3612045,29.2742609,-98.5066081,-98.5725416,65505,84148,38990,59138,202438,450219,149315783
78226,Texas,29.4637488,29.362517,-98.5318077,-98.5857738,35118,41429,26751,29216,337464,469978,157915911
78336,Texas,28.0002744,27.8147438,-97.0945601,-97.2749274,53211,66694,62180,61032,131648,374765,126616325
78623,Texas,29.993055,29.9184839,-98.1709248,-98.2808548,1110,2242,2365,3063,9029,17809,5950380
79118,Texas,35.221641,34.9862304,-101.614633,-101.9185161,25637,146421,92241,137118,335927,737344,282588928
79414,Texas,33.562999,33.5323691,-101.9052802,-101.9371945,47053,124574,39602,57886,127799,396914,152463802
79901,Texas,31.7752823,31.7483674,-106.4616726,-106.49965,9420,18769,12600,18572,272119,331480,137480592
79927,Texas,31.6865869,31.6043409,-106.2191686,-106.3346521,3104,5739,5021,5402,75772,95038,39717396
75088,Texas,32.9218365,32.8729146,-96.5059346,-96.5895797,32668,191810,95752,161206,168577,650013,217051606
75115,Texas,32.6472597,32.5651055,-96.8230205,-96.9080636,39948,253459,163807,237267,390156,1084637,359259819
75150,Texas,32.8488408,32.7911715,-96.5945648,-96.6739821,109901,283857,211034,232046,467727,1304565,429466647
75159,Texas,32.694798,32.535287,-96.4800067,-96.6414936,3273,12232,6266,8057,11236,41064,13709829
75645,Texas,32.8095525,32.5743742,-94.7563574,-95.0056717,4506,7490,5944,6396,16411,40747,13159081
76002,Texas,32.6446466,32.5913605,-97.0658278,-97.1188405,25192,210392,101476,196077,68785,601922,205324331
76262,Texas,33.078359,32.9427732,-97.1671992,-97.306981,28130,248852,117030,205385,467623,1067020,363190877
76502,Texas,31.2194565,30.9925575,-97.3247166,-97.5072434,50193,233779,200672,206668,290167,981479,325556285
76579,Texas,31.2678232,31.1186983,-97.1417218,-97.3822785,5064,14956,13381,12881,19192,65474,21743875
77037,Texas,29.9314464,29.8701394,-95.3677435,-95.4138774,57841,84856,43287,62982,262406,511372,163735150
77055,Texas,29.8256325,29.7472913,-95.4409388,-95.5757171,65514,165681,90481,119577,887244,1328497,425863066
77088,Texas,29.8995381,29.8633701,-95.4126397,-95.500037,150487,259604,156464,202864,235242,1004661,313195862
77578,Texas,29.541844,29.4138985,-95.3143552,-95.4267057,28404,115242,81242,100266,125529,450683,144158956
77630,Texas,30.1310192,29.9922587,-93.7163899,-94.0510034,108851,186771,118408,151383,426501,991914,314496228
78254,Texas,29.5661686,29.4960942,-98.6401649,-98.8047756,84377,278531,225029,264675,245996,1098608,356587549
78382,Texas,28.2882996,27.9571998,-96.9744152,-97.1657473,116058,155292,117636,139708,243917,772611,258300327
78727,Texas,30.4460413,30.4095821,-97.6777665,-97.7650362,52325,156954,125014,123177,166064,623534,203403852
78749,Texas,30.2359244,30.1779321,-97.8261511,-97.8960156,75103,216733,170822,185202,121757,769617,251732764
79407,Texas,33.6552688,33.5051491,-101.8685448,-102.192735,36511,112199,48981,79024,187638,464353,179200931
79603,Texas,32.518931,32.2679365,-99.7395763,-99.9830356,45936,111005,109563,136354,374694,777552,286183809
79904,Texas,31.8874769,31.8221025,-106.4075888,-106.4871895,59676,121660,67222,117022,243193,608773,251518106
75042,Texas,32.931057,32.8945684,-96.6483901,-96.7055989,92693,178305,78108,111736,650397,1111239,372558751
75069,Texas,33.2289747,33.1234273,-96.5317897,-96.7213818,13595,75410,38535,62862,114258,304660,101624708
75092,Texas,33.7392924,33.5304143,-96.5980483,-96.8471921,41353,120170,81722,105513,273673,622431,206741975
75098,Texas,33.0801634,32.9542138,-96.4829218,-96.6020014,45672,328730,200554,330162,362717,1267835,426683589
75249,Texas,32.6653817,32.6195527,-96.9431603,-96.9796083,36268,91036,60771,77898,14009,279982,92068328
75705,Texas,32.3940134,32.3365192,-94.9897091,-95.2630976,1724,3291,2219,2643,11875,21752,7054870
75771,Texas,32.6117099,32.4568733,-95.212946,-95.6204761,10299,42322,25778,33829,89732,201960,65317688
76401,Texas,32.5081236,32.0899324,-97.943772,-98.4237127,5193,11366,10791,12360,17709,57419,19936698
76706,Texas,31.5580736,31.3959084,-97.0137984,-97.1926758,115896,214983,153921,175955,349563,1010318,337693251
77034,Texas,29.6524619,29.5834937,-95.1434512,-95.2501833,102810,166161,87803,119065,447169,923008,294766299
77038,Texas,29.9395014,29.8978223,-95.4128954,-95.4721494,65657,114092,73841,103109,271079,627778,199669092
77043,Texas,29.9441513,29.740913,-95.4614403,-95.6002523,58360,125302,78301,105811,778817,1146591,369018521
77080,Texas,29.8352966,29.7943617,-95.4952942,-95.5489724,95136,167758,101969,126339,340309,831511,261875557
77389,Texas,30.1660158,30.0812099,-95.4361497,-95.5539758,46661,223520,133446,185751,226287,815665,255136602
77401,Texas,29.7253471,29.690039,-95.4475296,-95.4843556,37883,137189,80719,109343,153963,519097,162015713
77406,Texas,29.6996051,29.5780592,-95.6935056,-95.9018698,43624,175092,122361,151000,159104,651181,206808413
77449,Texas,29.8795235,29.7860191,-95.6835267,-95.8232902,214599,580767,412004,511279,465826,2184475,693878416
77502,Texas,29.6942219,29.6650528,-95.1725957,-95.2339476,89304,156249,102536,143310,272480,763879,239693803
77531,Texas,29.1085807,28.9761755,-95.338479,-95.4323433,46753,78717,51800,71438,320147,568855,185565014
77546,Texas,29.5748933,29.4598519,-95.1458946,-95.2334174,106903,352502,254965,274506,287414,1276290,400439312
77901,Texas,28.8481341,28.7657682,-96.9377709,-97.0310787,156192,228553,160505,169374,589034,1303658,425155925
78064,Texas,29.1249627,28.7840439,-98.3225967,-98.5589684,40165,61166,45324,55354,154391,356400,119010806
78209,Texas,29.5191921,29.4503602,-98.4278682,-98.4829175,124328,214911,111445,153342,471290,1075316,347800541
78248,Texas,29.6077583,29.564398,-98.5084094,-98.5456443,26024,107571,64385,89684,56913,344577,110699070
78503,Texas,26.2014068,26.1210448,-98.2051846,-98.2942815,62609,91001,97437,99927,609686,960660,332717233
78613,Texas,30.5486884,30.4504051,-97.7490336,-97.8863831,138241,489138,343411,437493,410318,1818601,602884142
78731,Texas,30.3787407,30.3060903,-97.7455534,-97.7943342,60573,140172,103977,116374,170907,592003,192999022
78752,Texas,30.3462399,30.1897634,-97.6763885,-97.7694514,32120,54188,46251,45178,288475,466212,154913979
78759,Texas,30.4359105,30.3618861,-97.7057557,-97.799091,82280,219370,173887,197178,336758,1009473,331114570
79416,Texas,33.6449571,33.5780442,-101.8999774,-102.0612732,59116,236375,102726,166322,171634,736173,284049128
79423,Texas,33.5908468,33.3884279,-101.7932982,-101.921725,48998,260173,154123,245014,326476,1034784,396945786
79761,Texas,31.8810375,31.8261085,-102.3080048,-102.3879613,106087,173254,138530,158167,532281,1108319,428582383
75287,Texas,33.0159762,32.9873223,-96.8134339,-96.8743264,33303,208451,127150,197093,82327,648324,215275175
75709,Texas,32.344702,32.2657448,-95.3389303,-95.4546227,13640,36943,22884,26856,67004,167327,54311578
76036,Texas,32.6419684,32.5209662,-97.3258775,-97.481522,2237,11639,5796,10930,12181,42783,14740473
76126,Texas,32.7241417,32.5536085,-97.4282278,-97.583682,33948,141647,81963,124293,120622,502473,168207883
76131,Texas,32.9457156,32.8409888,-97.3117888,-97.3884005,28872,231330,135006,221057,279199,895464,306378758
76179,Texas,32.9935736,32.82784,-97.3513823,-97.5092208,70460,393534,244844,367507,451431,1527776,520393855
77059,Texas,29.634133,29.5846169,-95.0930998,-95.1563923,33359,136852,69145,96089,46718,382163,117644277
77505,Texas,29.6680415,29.6309337,-95.1127751,-95.1719438,47314,147315,81227,123437,305278,704571,224008756
77581,Texas,29.5998839,29.5121731,-95.2167481,-95.3509023,104921,333515,218395,276647,486889,1420367,453001507
77586,Texas,29.6126526,29.5483947,-94.9848359,-95.0697202,58236,154563,98686,117233,145624,574342,179713413
77657,Texas,30.3654838,30.1728834,-94.1250011,-94.3149607,53308,148109,88125,128316,113821,531679,163208146
78026,Texas,28.9871149,28.6421929,-98.5240486,-98.7551511,19600,22583,14926,16482,49169,122760,41099273
78045,Texas,27.9191677,27.566998,-99.4206352,-99.744095,127010,226021,191644,231424,1104201,1880300,661320708
78070,Texas,30.0118417,29.7943731,-98.2881665,-98.5473606,4971,13670,12299,14095,11034,56069,18383429
78130,Texas,29.8131842,29.6000138,-97.9875784,-98.1663409,235245,438867,289088,382982,680670,2026852,656125334
78245,Texas,29.4541478,29.368137,-98.6309932,-98.8087474,206964,357875,258100,350887,268633,1442459,469148848
78249,Texas,29.5977011,29.5417944,-98.5528317,-98.6629807,159806,322302,219760,283911,476960,1462739,477392964
78252,Texas,29.3791828,29.2886416,-98.6205985,-98.7889552,30021,39179,33708,40796,99451,243155,80234294
78526,Texas,26.051744,25.8890317,-97.394333,-97.5295262,115184,165871,147461,162859,259560,850935,277916814
78652,Texas,30.1655923,30.101299,-97.8025951,-97.920996,14073,27761,25326,29493,29967,126620,41377564
78681,Texas,30.5747746,30.4597574,-97.6756582,-97.7736864,91115,354258,246555,319604,285133,1296665,425350623
78726,Texas,30.4623096,30.3954518,-97.8138305,-97.8739883,23228,74970,53078,61132,91986,304394,100661278
79121,Texas,35.1863795,35.1592185,-101.9205662,-101.9437,2944,61311,35331,48433,59819,207838,78768825
79912,Texas,31.9129933,31.7955535,-106.5033089,-106.5818178,111556,314397,234578,283133,588696,1532360,633901976
75074,Texas,33.0743749,32.9975014,-96.6312035,-96.7094883,90393,271839,155375,230505,902604,1650716,560526771
75604,Texas,32.5908353,32.4528801,-94.7439838,-94.905169,84619,190434,120950,150385,454744,1001132,319287145
75693,Texas,32.5714348,32.5003383,-94.8296856,-94.8832458,15185,43109,31492,34122,82024,205932,65434114
76148,Texas,32.8943655,32.840088,-97.2352635,-97.2664597,79179,177876,102407,144576,112394,616432,208330996
76177,Texas,33.0422601,32.7227571,-97.2364009,-97.4314598,7508,62573,41752,74184,634634,820651,284456171
76180,Texas,32.8617187,32.8105745,-97.1829407,-97.2553053,61343,203734,114364,170898,400925,951264,320949024
76302,Texas,33.8883586,33.8400461,-98.4323023,-98.5330304,42594,92637,50583,74030,162012,421856,146916541
76310,Texas,33.9190339,33.6858583,-98.3474777,-98.7081814,40567,126427,80489,114384,122776,484643,169961394
77024,Texas,29.793316,29.7437466,-95.4393322,-95.5704861,54690,220768,109267,139398,546759,1070882,332829079
77025,Texas,29.7104308,29.6568702,-95.4154526,-95.4475194,73428,137897,94666,107548,266975,680514,214532405
77067,Texas,29.9691504,29.7364535,-95.3831378,-95.4814062,69210,122431,82712,117848,285269,677470,214845926
77083,Texas,29.7123436,29.671618,-95.6137837,-95.6876064,160316,384437,249499,331805,285956,1412013,444106868
77086,Texas,29.9407603,29.8978025,-95.3028586,-95.5198214,77330,124087,85091,100880,364289,751677,238137152
77534,Texas,29.3101266,29.1444858,-95.2501833,-95.3800402,7578,10762,7379,6523,8605,40847,13005365
77708,Texas,30.176237,30.1153864,-94.0971211,-94.1905191,43399,80760,57260,73042,135352,389813,122192430
77808,Texas,30.9435076,30.6454056,-96.1623409,-96.5563003,21289,55393,39504,38804,120069,275059,90334452
78123,Texas,29.6221661,29.5803265,-98.0280452,-98.0609466,11778,22474,16446,18435,33239,102372,33173466
78244,Texas,29.5091307,29.4441837,-98.321955,-98.3777183,116396,189721,142499,174446,129567,752629,245848249
78411,Texas,27.7645386,27.6978864,-97.3652877,-97.4044047,111400,126601,121807,128931,296591,785330,262183710
78539,Texas,26.3276675,26.248319,-98.1177707,-98.2503758,96878,183366,161154,173583,320368,935349,316111079
78541,Texas,26.6303554,26.2995773,-98.0999511,-98.4887698,42441,83981,87613,90588,219337,523960,178492589
78641,Texas,30.6474871,30.4252058,-97.7640598,-98.0648259,87040,248374,177725,225505,193335,931979,309414834
79101,Texas,35.2141575,35.1966313,-101.8179737,-101.8649811,2770,16625,10513,11351,209545,250804,95449455
79491,Texas,33.546807,33.5464156,-101.8510838,-101.8525759,68,109,93,171,1236,1677,637784
75023,Texas,33.0734992,33.0386838,-96.6929273,-96.7715877,87300,324349,201792,307649,193480,1114570,371198566
75081,Texas,32.9788257,32.9235766,-96.6828378,-96.7479252,59740,207922,127571,177951,717517,1290701,432803717
75237,Texas,32.6910084,32.6341821,-96.8573281,-96.8911718,22909,60947,47826,59745,436408,627835,212340425
76630,Texas,31.3881839,31.2996308,-97.1742909,-97.294689,670,1689,915,1529,24417,29220,10010061
